order_id,order_date,product_id,product_name,category,region,customer_segment,list_price,selling_price,discount_percent,unit_cost,quantity_sold,revenue,gross_profit,gross_margin_percent
556,2024-01-15,P004,Keyboard,Accessories,North,Small Business,65,61.75,5,30,9,555.75,285.75,51.42
557,2024-03-03,P002,Laptop Pro,Electronics,North,Enterprise,1200,1140.0,5,850,8,9120.0,2320.0,25.44
558,2024-09-14,P003,Wireless Mouse,Accessories,North,Enterprise,40,34.0,15,18,5,170.0,80.0,47.06
559,2024-10-22,P008,Monitor 32 inch,Electronics,West,Consumer,350,350.0,0,230,13,4550.0,1560.0,34.29
560,2024-02-01,P003,Wireless Mouse,Accessories,North,Enterprise,40,30.0,25,18,9,270.0,108.0,40.0
561,2024-08-26,P003,Wireless Mouse,Accessories,West,Small Business,40,34.0,15,18,6,204.0,96.0,47.06
562,2024-12-08,P002,Laptop Pro,Electronics,West,Consumer,1200,960.0,20,850,11,10560.0,1210.0,11.46
563,2024-08-14,P003,Wireless Mouse,Accessories,South,Enterprise,40,40.0,0,18,8,320.0,176.0,55.0
564,2024-08-30,P005,Office Chair,Furniture,North,Small Business,250,200.0,20,140,10,2000.0,600.0,30.0
565,2024-04-05,P002,Laptop Pro,Electronics,East,Small Business,1200,1080.0,10,850,9,9720.0,2070.0,21.3
566,2024-08-02,P005,Office Chair,Furniture,West,Consumer,250,212.5,15,140,14,2975.0,1015.0,34.12
567,2024-01-26,P001,Laptop Basic,Electronics,West,Enterprise,700,700.0,0,480,4,2800.0,880.0,31.43
568,2024-07-02,P002,Laptop Pro,Electronics,East,Enterprise,1200,960.0,20,850,6,5760.0,660.0,11.46
569,2024-07-16,P004,Keyboard,Accessories,North,Consumer,65,55.25,15,30,16,884.0,404.0,45.7
570,2024-12-08,P010,Webcam,Accessories,North,Enterprise,120,102.0,15,70,7,714.0,224.0,31.37
571,2024-07-22,P003,Wireless Mouse,Accessories,East,Consumer,40,38.0,5,18,4,152.0,80.0,52.63
572,2024-08-25,P006,Standing Desk,Furniture,West,Enterprise,600,510.0,15,390,9,4590.0,1080.0,23.53
573,2024-12-13,P007,Monitor 24 inch,Electronics,South,Small Business,180,180.0,0,110,11,1980.0,770.0,38.89
574,2024-03-05,P004,Keyboard,Accessories,West,Enterprise,65,55.25,15,30,7,386.75,176.75,45.7
575,2024-01-17,P007,Monitor 24 inch,Electronics,East,Enterprise,180,153.0,15,110,2,306.0,86.0,28.1
576,2024-05-04,P003,Wireless Mouse,Accessories,East,Enterprise,40,36.0,10,18,5,180.0,90.0,50.0
577,2024-05-12,P007,Monitor 24 inch,Electronics,West,Consumer,180,126.0,30,110,3,378.0,48.0,12.7
578,2024-04-12,P009,Headset,Accessories,East,Small Business,90,76.5,15,45,14,1071.0,441.0,41.18
579,2024-03-25,P005,Office Chair,Furniture,North,Small Business,250,225.0,10,140,3,675.0,255.0,37.78
580,2024-09-14,P002,Laptop Pro,Electronics,South,Small Business,1200,1080.0,10,850,6,6480.0,1380.0,21.3
581,2024-09-17,P008,Monitor 32 inch,Electronics,North,Small Business,350,262.5,25,230,9,2362.5,292.5,12.38
582,2024-03-30,P004,Keyboard,Accessories,East,Consumer,65,55.25,15,30,4,221.0,101.0,45.7
583,2024-01-18,P002,Laptop Pro,Electronics,North,Consumer,1200,1020.0,15,850,9,9180.0,1530.0,16.67
584,2024-06-22,P007,Monitor 24 inch,Electronics,North,Consumer,180,135.0,25,110,5,675.0,125.0,18.52
585,2024-04-06,P004,Keyboard,Accessories,South,Enterprise,65,61.75,5,30,8,494.0,254.0,51.42
586,2024-05-03,P004,Keyboard,Accessories,East,Small Business,65,58.5,10,30,7,409.5,199.5,48.72
587,2024-11-05,P004,Keyboard,Accessories,South,Enterprise,65,61.75,5,30,7,432.25,222.25,51.42
588,2024-02-04,P007,Monitor 24 inch,Electronics,South,Small Business,180,162.0,10,110,11,1782.0,572.0,32.1
589,2024-02-06,P003,Wireless Mouse,Accessories,North,Small Business,40,36.0,10,18,4,144.0,72.0,50.0
590,2024-04-09,P010,Webcam,Accessories,East,Enterprise,120,108.0,10,70,8,864.0,304.0,35.19
591,2024-12-27,P009,Headset,Accessories,North,Small Business,90,63.0,30,45,10,630.0,180.0,28.57
592,2024-08-20,P004,Keyboard,Accessories,South,Enterprise,65,61.75,5,30,4,247.0,127.0,51.42
593,2024-01-18,P009,Headset,Accessories,West,Small Business,90,72.0,20,45,3,216.0,81.0,37.5
594,2024-03-06,P010,Webcam,Accessories,South,Enterprise,120,120.0,0,70,7,840.0,350.0,41.67
595,2024-04-06,P010,Webcam,Accessories,North,Enterprise,120,114.0,5,70,1,114.0,44.0,38.6
596,2024-09-22,P007,Monitor 24 inch,Electronics,East,Enterprise,180,144.0,20,110,8,1152.0,272.0,23.61
597,2024-03-14,P003,Wireless Mouse,Accessories,South,Consumer,40,36.0,10,18,9,324.0,162.0,50.0
598,2024-05-06,P010,Webcam,Accessories,North,Enterprise,120,102.0,15,70,3,306.0,96.0,31.37
599,2024-12-06,P004,Keyboard,Accessories,South,Small Business,65,61.75,5,30,10,617.5,317.5,51.42
600,2024-07-30,P006,Standing Desk,Furniture,South,Small Business,600,540.0,10,390,11,5940.0,1650.0,27.78
601,2024-04-16,P001,Laptop Basic,Electronics,South,Enterprise,700,560.0,20,480,9,5040.0,720.0,14.29
602,2024-07-11,P006,Standing Desk,Furniture,East,Consumer,600,480.0,20,390,11,5280.0,990.0,18.75
603,2024-10-14,P003,Wireless Mouse,Accessories,North,Enterprise,40,38.0,5,18,7,266.0,140.0,52.63
604,2024-08-23,P002,Laptop Pro,Electronics,South,Consumer,1200,1200.0,0,850,6,7200.0,2100.0,29.17
605,2024-12-20,P010,Webcam,Accessories,East,Consumer,120,108.0,10,70,7,756.0,266.0,35.19
606,2024-11-13,P007,Monitor 24 inch,Electronics,West,Small Business,180,135.0,25,110,4,540.0,100.0,18.52
607,2024-07-12,P004,Keyboard,Accessories,North,Small Business,65,61.75,5,30,6,370.5,190.5,51.42
608,2024-12-09,P006,Standing Desk,Furniture,West,Enterprise,600,600.0,0,390,8,4800.0,1680.0,35.0
609,2024-02-13,P002,Laptop Pro,Electronics,South,Small Business,1200,840.0,30,850,8,6720.0,-80.0,-1.19
610,2024-03-29,P005,Office Chair,Furniture,East,Enterprise,250,200.0,20,140,9,1800.0,540.0,30.0
611,2024-06-22,P002,Laptop Pro,Electronics,North,Consumer,1200,1080.0,10,850,1,1080.0,230.0,21.3
612,2024-05-22,P007,Monitor 24 inch,Electronics,North,Enterprise,180,153.0,15,110,16,2448.0,688.0,28.1
613,2024-01-28,P003,Wireless Mouse,Accessories,East,Small Business,40,40.0,0,18,5,200.0,110.0,55.0
614,2024-07-22,P007,Monitor 24 inch,Electronics,East,Small Business,180,153.0,15,110,9,1377.0,387.0,28.1
615,2024-09-21,P002,Laptop Pro,Electronics,East,Consumer,1200,840.0,30,850,8,6720.0,-80.0,-1.19
616,2024-07-22,P005,Office Chair,Furniture,North,Consumer,250,225.0,10,140,6,1350.0,510.0,37.78
617,2024-12-29,P001,Laptop Basic,Electronics,West,Enterprise,700,560.0,20,480,9,5040.0,720.0,14.29
618,2024-04-21,P005,Office Chair,Furniture,West,Consumer,250,200.0,20,140,5,1000.0,300.0,30.0
619,2024-08-30,P003,Wireless Mouse,Accessories,West,Consumer,40,30.0,25,18,7,210.0,84.0,40.0
620,2024-06-08,P002,Laptop Pro,Electronics,West,Small Business,1200,1020.0,15,850,14,14280.0,2380.0,16.67
621,2024-05-07,P003,Wireless Mouse,Accessories,North,Consumer,40,32.0,20,18,6,192.0,84.0,43.75
622,2024-09-29,P002,Laptop Pro,Electronics,South,Consumer,1200,900.0,25,850,8,7200.0,400.0,5.56
623,2024-01-21,P009,Headset,Accessories,West,Small Business,90,76.5,15,45,4,306.0,126.0,41.18
624,2024-11-04,P007,Monitor 24 inch,Electronics,South,Enterprise,180,153.0,15,110,10,1530.0,430.0,28.1
625,2024-05-30,P003,Wireless Mouse,Accessories,East,Enterprise,40,36.0,10,18,5,180.0,90.0,50.0
626,2024-09-27,P004,Keyboard,Accessories,West,Enterprise,65,55.25,15,30,8,442.0,202.0,45.7
627,2024-10-11,P006,Standing Desk,Furniture,North,Consumer,600,420.0,30,390,11,4620.0,330.0,7.14
628,2024-05-27,P006,Standing Desk,Furniture,North,Enterprise,600,480.0,20,390,7,3360.0,630.0,18.75
629,2024-08-08,P009,Headset,Accessories,South,Consumer,90,81.0,10,45,9,729.0,324.0,44.44
630,2024-05-10,P002,Laptop Pro,Electronics,East,Consumer,1200,1080.0,10,850,9,9720.0,2070.0,21.3
631,2024-10-15,P009,Headset,Accessories,North,Consumer,90,85.5,5,45,11,940.5,445.5,47.37
632,2024-08-09,P002,Laptop Pro,Electronics,South,Small Business,1200,960.0,20,850,9,8640.0,990.0,11.46
633,2024-02-10,P008,Monitor 32 inch,Electronics,West,Consumer,350,280.0,20,230,11,3080.0,550.0,17.86
634,2024-10-27,P006,Standing Desk,Furniture,West,Consumer,600,600.0,0,390,7,4200.0,1470.0,35.0
635,2024-04-10,P004,Keyboard,Accessories,West,Small Business,65,58.5,10,30,4,234.0,114.0,48.72
636,2024-07-02,P002,Laptop Pro,Electronics,North,Enterprise,1200,1020.0,15,850,3,3060.0,510.0,16.67
637,2024-10-17,P004,Keyboard,Accessories,South,Consumer,65,58.5,10,30,3,175.5,85.5,48.72
638,2024-06-29,P008,Monitor 32 inch,Electronics,North,Enterprise,350,315.0,10,230,7,2205.0,595.0,26.98
639,2024-02-18,P004,Keyboard,Accessories,East,Small Business,65,61.75,5,30,8,494.0,254.0,51.42
640,2024-07-27,P002,Laptop Pro,Electronics,South,Enterprise,1200,1020.0,15,850,5,5100.0,850.0,16.67
641,2024-05-13,P010,Webcam,Accessories,East,Small Business,120,102.0,15,70,1,102.0,32.0,31.37
642,2024-04-29,P010,Webcam,Accessories,East,Small Business,120,96.0,20,70,5,480.0,130.0,27.08
643,2024-03-09,P009,Headset,Accessories,North,Enterprise,90,81.0,10,45,6,486.0,216.0,44.44
644,2024-05-17,P008,Monitor 32 inch,Electronics,West,Consumer,350,332.5,5,230,7,2327.5,717.5,30.83
645,2024-08-08,P001,Laptop Basic,Electronics,North,Enterprise,700,630.0,10,480,12,7560.0,1800.0,23.81
646,2024-04-03,P001,Laptop Basic,Electronics,South,Enterprise,700,630.0,10,480,2,1260.0,300.0,23.81
647,2024-08-13,P005,Office Chair,Furniture,East,Consumer,250,212.5,15,140,10,2125.0,725.0,34.12
648,2024-02-17,P005,Office Chair,Furniture,North,Small Business,250,212.5,15,140,9,1912.5,652.5,34.12
649,2024-05-30,P006,Standing Desk,Furniture,North,Small Business,600,420.0,30,390,7,2940.0,210.0,7.14
650,2024-09-04,P008,Monitor 32 inch,Electronics,East,Small Business,350,262.5,25,230,9,2362.5,292.5,12.38
651,2024-02-19,P001,Laptop Basic,Electronics,South,Enterprise,700,700.0,0,480,7,4900.0,1540.0,31.43
652,2024-01-12,P003,Wireless Mouse,Accessories,South,Enterprise,40,40.0,0,18,9,360.0,198.0,55.0
653,2024-06-16,P004,Keyboard,Accessories,East,Enterprise,65,58.5,10,30,5,292.5,142.5,48.72
654,2024-06-29,P001,Laptop Basic,Electronics,South,Small Business,700,665.0,5,480,5,3325.0,925.0,27.82
655,2024-03-19,P001,Laptop Basic,Electronics,East,Consumer,700,560.0,20,480,2,1120.0,160.0,14.29
656,2024-10-03,P006,Standing Desk,Furniture,South,Consumer,600,510.0,15,390,9,4590.0,1080.0,23.53
657,2024-06-13,P005,Office Chair,Furniture,West,Small Business,250,212.5,15,140,6,1275.0,435.0,34.12
658,2024-04-05,P009,Headset,Accessories,East,Consumer,90,90.0,0,45,3,270.0,135.0,50.0
659,2024-04-04,P003,Wireless Mouse,Accessories,East,Small Business,40,38.0,5,18,5,190.0,100.0,52.63
660,2024-12-27,P010,Webcam,Accessories,West,Enterprise,120,108.0,10,70,9,972.0,342.0,35.19
661,2024-05-07,P008,Monitor 32 inch,Electronics,West,Enterprise,350,297.5,15,230,8,2380.0,540.0,22.69
662,2024-07-16,P001,Laptop Basic,Electronics,West,Small Business,700,665.0,5,480,5,3325.0,925.0,27.82
663,2024-02-04,P002,Laptop Pro,Electronics,East,Consumer,1200,840.0,30,850,12,10080.0,-120.0,-1.19
664,2024-05-03,P010,Webcam,Accessories,East,Consumer,120,108.0,10,70,7,756.0,266.0,35.19
665,2024-06-21,P003,Wireless Mouse,Accessories,North,Consumer,40,40.0,0,18,9,360.0,198.0,55.0
666,2024-12-08,P007,Monitor 24 inch,Electronics,South,Enterprise,180,153.0,15,110,8,1224.0,344.0,28.1
667,2024-06-13,P006,Standing Desk,Furniture,East,Consumer,600,480.0,20,390,7,3360.0,630.0,18.75
668,2024-12-08,P002,Laptop Pro,Electronics,South,Enterprise,1200,1140.0,5,850,9,10260.0,2610.0,25.44
669,2024-09-04,P001,Laptop Basic,Electronics,North,Small Business,700,595.0,15,480,11,6545.0,1265.0,19.33
670,2024-10-17,P005,Office Chair,Furniture,North,Enterprise,250,187.5,25,140,7,1312.5,332.5,25.33
671,2024-07-24,P010,Webcam,Accessories,West,Consumer,120,108.0,10,70,10,1080.0,380.0,35.19
672,2024-10-30,P005,Office Chair,Furniture,North,Enterprise,250,237.5,5,140,5,1187.5,487.5,41.05
673,2024-03-09,P009,Headset,Accessories,South,Enterprise,90,72.0,20,45,13,936.0,351.0,37.5
674,2024-12-26,P005,Office Chair,Furniture,East,Consumer,250,250.0,0,140,5,1250.0,550.0,44.0
675,2024-07-05,P010,Webcam,Accessories,East,Small Business,120,102.0,15,70,14,1428.0,448.0,31.37
676,2024-05-31,P002,Laptop Pro,Electronics,North,Small Business,1200,1140.0,5,850,4,4560.0,1160.0,25.44
677,2024-09-25,P001,Laptop Basic,Electronics,East,Consumer,700,595.0,15,480,6,3570.0,690.0,19.33
678,2024-01-28,P009,Headset,Accessories,North,Small Business,90,90.0,0,45,9,810.0,405.0,50.0
679,2024-11-21,P007,Monitor 24 inch,Electronics,South,Consumer,180,180.0,0,110,11,1980.0,770.0,38.89
680,2024-07-08,P005,Office Chair,Furniture,East,Enterprise,250,225.0,10,140,12,2700.0,1020.0,37.78
681,2024-09-07,P007,Monitor 24 inch,Electronics,North,Consumer,180,171.0,5,110,12,2052.0,732.0,35.67
682,2024-05-11,P007,Monitor 24 inch,Electronics,North,Small Business,180,162.0,10,110,2,324.0,104.0,32.1
683,2024-05-11,P008,Monitor 32 inch,Electronics,South,Small Business,350,245.0,30,230,9,2205.0,135.0,6.12
684,2024-10-15,P003,Wireless Mouse,Accessories,West,Small Business,40,36.0,10,18,5,180.0,90.0,50.0
685,2024-05-07,P004,Keyboard,Accessories,North,Consumer,65,58.5,10,30,10,585.0,285.0,48.72
686,2024-11-02,P002,Laptop Pro,Electronics,South,Consumer,1200,840.0,30,850,11,9240.0,-110.0,-1.19
687,2024-05-10,P008,Monitor 32 inch,Electronics,East,Consumer,350,350.0,0,230,8,2800.0,960.0,34.29
688,2024-12-04,P008,Monitor 32 inch,Electronics,North,Small Business,350,315.0,10,230,6,1890.0,510.0,26.98
689,2024-02-13,P002,Laptop Pro,Electronics,North,Enterprise,1200,1140.0,5,850,4,4560.0,1160.0,25.44
690,2024-02-18,P005,Office Chair,Furniture,South,Small Business,250,225.0,10,140,5,1125.0,425.0,37.78
691,2024-04-24,P004,Keyboard,Accessories,North,Small Business,65,65.0,0,30,5,325.0,175.0,53.85
692,2024-05-28,P009,Headset,Accessories,East,Consumer,90,72.0,20,45,8,576.0,216.0,37.5
693,2024-03-02,P006,Standing Desk,Furniture,West,Enterprise,600,570.0,5,390,11,6270.0,1980.0,31.58
694,2024-12-29,P002,Laptop Pro,Electronics,South,Enterprise,1200,1020.0,15,850,8,8160.0,1360.0,16.67
695,2024-07-03,P001,Laptop Basic,Electronics,West,Consumer,700,630.0,10,480,4,2520.0,600.0,23.81
696,2024-03-14,P010,Webcam,Accessories,East,Small Business,120,102.0,15,70,4,408.0,128.0,31.37
697,2024-08-18,P009,Headset,Accessories,West,Enterprise,90,63.0,30,45,10,630.0,180.0,28.57
698,2024-05-07,P005,Office Chair,Furniture,North,Enterprise,250,212.5,15,140,13,2762.5,942.5,34.12
699,2024-06-25,P005,Office Chair,Furniture,East,Consumer,250,225.0,10,140,8,1800.0,680.0,37.78
700,2024-02-21,P008,Monitor 32 inch,Electronics,East,Enterprise,350,245.0,30,230,5,1225.0,75.0,6.12
701,2024-03-23,P008,Monitor 32 inch,Electronics,North,Small Business,350,332.5,5,230,5,1662.5,512.5,30.83
702,2024-03-21,P010,Webcam,Accessories,South,Small Business,120,108.0,10,70,9,972.0,342.0,35.19
703,2024-06-24,P008,Monitor 32 inch,Electronics,East,Enterprise,350,350.0,0,230,12,4200.0,1440.0,34.29
704,2024-11-16,P004,Keyboard,Accessories,West,Small Business,65,61.75,5,30,7,432.25,222.25,51.42
705,2024-03-18,P009,Headset,Accessories,East,Consumer,90,76.5,15,45,6,459.0,189.0,41.18
706,2024-03-12,P001,Laptop Basic,Electronics,North,Enterprise,700,665.0,5,480,3,1995.0,555.0,27.82
707,2024-03-12,P001,Laptop Basic,Electronics,North,Enterprise,700,490.0,30,480,8,3920.0,80.0,2.04
708,2024-09-29,P003,Wireless Mouse,Accessories,South,Consumer,40,32.0,20,18,10,320.0,140.0,43.75
709,2024-03-04,P004,Keyboard,Accessories,East,Consumer,65,58.5,10,30,5,292.5,142.5,48.72
710,2024-01-01,P001,Laptop Basic,Electronics,West,Enterprise,700,560.0,20,480,8,4480.0,640.0,14.29
711,2024-01-29,P001,Laptop Basic,Electronics,East,Consumer,700,700.0,0,480,9,6300.0,1980.0,31.43
712,2024-09-06,P004,Keyboard,Accessories,West,Consumer,65,55.25,15,30,9,497.25,227.25,45.7
713,2024-11-11,P006,Standing Desk,Furniture,South,Enterprise,600,600.0,0,390,4,2400.0,840.0,35.0
714,2024-10-18,P010,Webcam,Accessories,North,Enterprise,120,108.0,10,70,5,540.0,190.0,35.19
715,2024-03-08,P006,Standing Desk,Furniture,South,Small Business,600,600.0,0,390,8,4800.0,1680.0,35.0
716,2024-11-06,P004,Keyboard,Accessories,East,Small Business,65,61.75,5,30,10,617.5,317.5,51.42
717,2024-11-07,P001,Laptop Basic,Electronics,South,Consumer,700,630.0,10,480,14,8820.0,2100.0,23.81
718,2024-08-10,P010,Webcam,Accessories,South,Enterprise,120,108.0,10,70,4,432.0,152.0,35.19
719,2024-02-10,P007,Monitor 24 inch,Electronics,West,Small Business,180,135.0,25,110,8,1080.0,200.0,18.52
720,2024-07-27,P005,Office Chair,Furniture,West,Small Business,250,200.0,20,140,7,1400.0,420.0,30.0
721,2024-10-10,P001,Laptop Basic,Electronics,North,Small Business,700,665.0,5,480,6,3990.0,1110.0,27.82
722,2024-03-23,P006,Standing Desk,Furniture,West,Enterprise,600,450.0,25,390,11,4950.0,660.0,13.33
723,2024-11-05,P008,Monitor 32 inch,Electronics,South,Small Business,350,280.0,20,230,9,2520.0,450.0,17.86
724,2024-11-19,P001,Laptop Basic,Electronics,East,Consumer,700,665.0,5,480,9,5985.0,1665.0,27.82
725,2024-06-25,P005,Office Chair,Furniture,South,Enterprise,250,250.0,0,140,4,1000.0,440.0,44.0
726,2024-09-29,P004,Keyboard,Accessories,East,Consumer,65,55.25,15,30,6,331.5,151.5,45.7
727,2024-08-25,P006,Standing Desk,Furniture,North,Consumer,600,570.0,5,390,8,4560.0,1440.0,31.58
728,2024-07-24,P008,Monitor 32 inch,Electronics,North,Consumer,350,280.0,20,230,8,2240.0,400.0,17.86
729,2024-08-16,P003,Wireless Mouse,Accessories,South,Small Business,40,40.0,0,18,15,600.0,330.0,55.0
730,2024-12-20,P004,Keyboard,Accessories,South,Enterprise,65,52.0,20,30,7,364.0,154.0,42.31
731,2024-06-07,P001,Laptop Basic,Electronics,South,Small Business,700,665.0,5,480,1,665.0,185.0,27.82
732,2024-02-11,P005,Office Chair,Furniture,East,Enterprise,250,250.0,0,140,8,2000.0,880.0,44.0
733,2024-06-04,P001,Laptop Basic,Electronics,South,Enterprise,700,630.0,10,480,9,5670.0,1350.0,23.81
734,2024-09-12,P009,Headset,Accessories,North,Consumer,90,81.0,10,45,8,648.0,288.0,44.44
735,2024-09-25,P002,Laptop Pro,Electronics,North,Consumer,1200,1140.0,5,850,1,1140.0,290.0,25.44
736,2024-01-26,P002,Laptop Pro,Electronics,East,Small Business,1200,1200.0,0,850,8,9600.0,2800.0,29.17
737,2024-09-17,P005,Office Chair,Furniture,West,Enterprise,250,212.5,15,140,9,1912.5,652.5,34.12
738,2024-12-03,P004,Keyboard,Accessories,West,Small Business,65,55.25,15,30,4,221.0,101.0,45.7
739,2024-04-02,P004,Keyboard,Accessories,West,Consumer,65,61.75,5,30,5,308.75,158.75,51.42
740,2024-06-30,P003,Wireless Mouse,Accessories,North,Consumer,40,28.0,30,18,7,196.0,70.0,35.71
741,2024-01-20,P009,Headset,Accessories,West,Enterprise,90,90.0,0,45,6,540.0,270.0,50.0
742,2024-07-17,P004,Keyboard,Accessories,North,Small Business,65,65.0,0,30,6,390.0,210.0,53.85
743,2024-11-28,P001,Laptop Basic,Electronics,North,Small Business,700,665.0,5,480,8,5320.0,1480.0,27.82
744,2024-12-14,P002,Laptop Pro,Electronics,East,Consumer,1200,1200.0,0,850,6,7200.0,2100.0,29.17
745,2024-05-08,P003,Wireless Mouse,Accessories,South,Enterprise,40,36.0,10,18,3,108.0,54.0,50.0
746,2024-12-04,P006,Standing Desk,Furniture,East,Consumer,600,510.0,15,390,10,5100.0,1200.0,23.53
747,2024-09-08,P002,Laptop Pro,Electronics,South,Consumer,1200,1080.0,10,850,4,4320.0,920.0,21.3
748,2024-01-14,P001,Laptop Basic,Electronics,East,Enterprise,700,525.0,25,480,7,3675.0,315.0,8.57
749,2024-07-21,P002,Laptop Pro,Electronics,West,Enterprise,1200,1080.0,10,850,6,6480.0,1380.0,21.3
750,2024-12-11,P010,Webcam,Accessories,West,Small Business,120,108.0,10,70,4,432.0,152.0,35.19
751,2024-12-23,P004,Keyboard,Accessories,South,Small Business,65,52.0,20,30,10,520.0,220.0,42.31
752,2024-09-15,P006,Standing Desk,Furniture,South,Enterprise,600,600.0,0,390,10,6000.0,2100.0,35.0
753,2024-10-27,P007,Monitor 24 inch,Electronics,East,Small Business,180,162.0,10,110,6,972.0,312.0,32.1
754,2024-06-26,P002,Laptop Pro,Electronics,South,Consumer,1200,1140.0,5,850,7,7980.0,2030.0,25.44
755,2024-06-18,P010,Webcam,Accessories,South,Consumer,120,96.0,20,70,8,768.0,208.0,27.08
756,2024-10-26,P007,Monitor 24 inch,Electronics,East,Consumer,180,171.0,5,110,4,684.0,244.0,35.67
757,2024-06-17,P009,Headset,Accessories,South,Enterprise,90,90.0,0,45,5,450.0,225.0,50.0
758,2024-01-31,P002,Laptop Pro,Electronics,North,Small Business,1200,1080.0,10,850,7,7560.0,1610.0,21.3
759,2024-01-17,P002,Laptop Pro,Electronics,North,Enterprise,1200,1080.0,10,850,4,4320.0,920.0,21.3
760,2024-04-06,P004,Keyboard,Accessories,North,Small Business,65,61.75,5,30,7,432.25,222.25,51.42
761,2024-03-07,P010,Webcam,Accessories,West,Small Business,120,102.0,15,70,1,102.0,32.0,31.37
762,2024-10-20,P005,Office Chair,Furniture,North,Consumer,250,225.0,10,140,6,1350.0,510.0,37.78
763,2024-04-08,P002,Laptop Pro,Electronics,North,Consumer,1200,1080.0,10,850,8,8640.0,1840.0,21.3
764,2024-07-30,P002,Laptop Pro,Electronics,South,Enterprise,1200,840.0,30,850,8,6720.0,-80.0,-1.19
765,2024-08-16,P001,Laptop Basic,Electronics,South,Consumer,700,560.0,20,480,11,6160.0,880.0,14.29
766,2024-07-30,P003,Wireless Mouse,Accessories,South,Enterprise,40,36.0,10,18,4,144.0,72.0,50.0
767,2024-11-06,P007,Monitor 24 inch,Electronics,North,Consumer,180,171.0,5,110,7,1197.0,427.0,35.67
768,2024-02-11,P009,Headset,Accessories,South,Consumer,90,76.5,15,45,10,765.0,315.0,41.18
769,2024-11-11,P002,Laptop Pro,Electronics,West,Small Business,1200,1020.0,15,850,8,8160.0,1360.0,16.67
770,2024-10-15,P007,Monitor 24 inch,Electronics,North,Consumer,180,153.0,15,110,10,1530.0,430.0,28.1
771,2024-02-16,P007,Monitor 24 inch,Electronics,South,Enterprise,180,180.0,0,110,4,720.0,280.0,38.89
772,2024-01-27,P009,Headset,Accessories,North,Enterprise,90,76.5,15,45,8,612.0,252.0,41.18
773,2024-12-27,P010,Webcam,Accessories,South,Consumer,120,108.0,10,70,7,756.0,266.0,35.19
774,2024-10-24,P005,Office Chair,Furniture,South,Enterprise,250,250.0,0,140,8,2000.0,880.0,44.0
775,2024-03-24,P001,Laptop Basic,Electronics,East,Enterprise,700,595.0,15,480,5,2975.0,575.0,19.33
776,2024-03-04,P009,Headset,Accessories,East,Small Business,90,85.5,5,45,11,940.5,445.5,47.37
777,2024-12-07,P005,Office Chair,Furniture,East,Enterprise,250,237.5,5,140,10,2375.0,975.0,41.05
778,2024-05-17,P008,Monitor 32 inch,Electronics,North,Consumer,350,332.5,5,230,11,3657.5,1127.5,30.83
779,2024-06-05,P008,Monitor 32 inch,Electronics,West,Consumer,350,332.5,5,230,8,2660.0,820.0,30.83
780,2024-07-25,P010,Webcam,Accessories,South,Small Business,120,96.0,20,70,5,480.0,130.0,27.08
781,2024-08-19,P002,Laptop Pro,Electronics,South,Consumer,1200,1140.0,5,850,9,10260.0,2610.0,25.44
782,2024-03-03,P001,Laptop Basic,Electronics,West,Consumer,700,630.0,10,480,11,6930.0,1650.0,23.81
783,2024-11-23,P002,Laptop Pro,Electronics,South,Small Business,1200,1140.0,5,850,8,9120.0,2320.0,25.44
784,2024-09-01,P002,Laptop Pro,Electronics,North,Consumer,1200,960.0,20,850,5,4800.0,550.0,11.46
785,2024-02-15,P006,Standing Desk,Furniture,North,Enterprise,600,510.0,15,390,6,3060.0,720.0,23.53
786,2024-12-27,P004,Keyboard,Accessories,South,Enterprise,65,45.5,30,30,8,364.0,124.0,34.07
787,2024-12-03,P009,Headset,Accessories,East,Enterprise,90,72.0,20,45,12,864.0,324.0,37.5
788,2024-04-27,P010,Webcam,Accessories,West,Small Business,120,102.0,15,70,13,1326.0,416.0,31.37
789,2024-02-10,P006,Standing Desk,Furniture,West,Consumer,600,480.0,20,390,5,2400.0,450.0,18.75
790,2024-03-23,P003,Wireless Mouse,Accessories,East,Consumer,40,38.0,5,18,9,342.0,180.0,52.63
791,2024-08-25,P001,Laptop Basic,Electronics,South,Enterprise,700,525.0,25,480,6,3150.0,270.0,8.57
792,2024-10-02,P003,Wireless Mouse,Accessories,North,Enterprise,40,36.0,10,18,4,144.0,72.0,50.0
793,2024-12-04,P009,Headset,Accessories,South,Enterprise,90,81.0,10,45,9,729.0,324.0,44.44
794,2024-09-28,P007,Monitor 24 inch,Electronics,East,Consumer,180,171.0,5,110,8,1368.0,488.0,35.67
795,2024-02-22,P009,Headset,Accessories,West,Small Business,90,90.0,0,45,8,720.0,360.0,50.0
796,2024-09-07,P001,Laptop Basic,Electronics,North,Small Business,700,595.0,15,480,7,4165.0,805.0,19.33
797,2024-12-29,P007,Monitor 24 inch,Electronics,North,Enterprise,180,171.0,5,110,8,1368.0,488.0,35.67
798,2024-06-14,P008,Monitor 32 inch,Electronics,North,Enterprise,350,280.0,20,230,8,2240.0,400.0,17.86
799,2024-03-31,P005,Office Chair,Furniture,North,Small Business,250,187.5,25,140,10,1875.0,475.0,25.33
800,2024-03-29,P008,Monitor 32 inch,Electronics,North,Enterprise,350,315.0,10,230,5,1575.0,425.0,26.98
